"","City","company_na","GEOID","full_name","ALAND","X","Y","Match_addr","year","industry","employees","revenue","growth","employeesgroup","revenuegroup","growthgroup"
"417","Alpharetta","Safe Systems",13121011616,"Atlanta-Sandy Springs-Marietta, GA",5722835,-84.295295,34.071188,"30009, Alpharetta, Georgia",2015,"IT Services",93,17305425,0.9504,2,2,1
"418","Atlanta","Carter Brothers",13121980000,"Atlanta-Sandy Springs-Marietta, GA",2728045,-84.427661,33.654898,"100 Hartsfield Centre Pkwy, Atlanta, Georgia, 30354",2009,"Security",264,76969910,0.75,3,3,1
"419","Atlanta","Johnson Stephens Consulting",13121980000,"Atlanta-Sandy Springs-Marietta, GA",2728045,-84.427661,33.654898,"100 Hartsfield Centre Pkwy, Atlanta, Georgia, 30354",2015,"Logistics & Transportation",23,3956345,1.2767,2,1,2
"420","Atlanta","DentalPost.net",13089021209,"Atlanta-Sandy Springs-Marietta, GA",4832411,-84.328706,33.89459,"3522 Ashford Dunwoody Rd NE, Atlanta, Georgia, 30319",2015,"Health",3,2054762,1.7096,1,1,2
"421","Tucker","Careers In Transition",13089021810,"Atlanta-Sandy Springs-Marietta, GA",6495118,-84.244568,33.848435,"2181 Northlake Pkwy, Tucker, Georgia, 30084",2014,"Human Resources",17,5744547,1.8686,1,1,2
"422","Atlanta","OnTimeSupplies.com",13089021211,"Atlanta-Sandy Springs-Marietta, GA",4912393,-84.283397,33.955689,"5317 Claridge Sq, Atlanta, Georgia, 30338",2009,"Business Products & Services",7,2341425,8.304,1,1,3
"423","Tucker","ddFoodSolutions",13089021806,"Atlanta-Sandy Springs-Marietta, GA",11159483,-84.209784,33.836091,"4404 Sentry Dr, Tucker, Georgia, 30084",2012,"Food & Beverage",123,10052746,2.104,3,2,2
"424","Tucker","PCI Millwork",13089021806,"Atlanta-Sandy Springs-Marietta, GA",11159483,-84.198542,33.845328,"4642 Granite Dr, Tucker, Georgia, 30084",2009,"Construction",20,5529919,1.409,1,1,2
"425","Tucker","PZI Jeans/ Perazzi Apparel",13089021806,"Atlanta-Sandy Springs-Marietta, GA",11159483,-84.197352,33.849023,"4679 Hugh Howell Rd, Tucker, Georgia, 30084",2008,"Consumer Products & Services",20,2100000,8.0517,1,1,3
"426","Alpharetta","Souto Foods",13121011427,"Atlanta-Sandy Springs-Marietta, GA",6898905,-84.270112,34.02145,"3000 Old Alabama Rd, Alpharetta, Georgia, 30022",2015,"Food & Beverage",17,8744358,4.4345,1,1,3
"427","Atlanta","Global Service Solutions",13089021303,"Atlanta-Sandy Springs-Marietta, GA",4384929,-84.253826,33.903598,"3420 Oakcliff Rd, Atlanta, Georgia, 30340",2012,"Telecommunications",9,297800000,0.797,1,4,1
"428","Atlanta","ProFloors",13089021303,"Atlanta-Sandy Springs-Marietta, GA",4384929,-84.246901,33.904422,"3700 Oakcliff Rd, Atlanta, Georgia, 30340",2010,"Construction",10,7897000,1.14,1,1,2
"429","Atlanta","Steelmart",13089021303,"Atlanta-Sandy Springs-Marietta, GA",4384929,-84.269658,33.904156,"30362, Atlanta, Georgia",2008,"Construction",30,9536635,0.9447,2,1,1
"430","Atlanta","CMI",13089021301,"Atlanta-Sandy Springs-Marietta, GA",3602281,-84.292372,33.916824,"2299 Perimeter Park Dr, Atlanta, Georgia, 30341",2009,"Advertising & Marketing",48,14236160,0.731,2,2,1
"431","Atlanta","Ventureforth",13089021301,"Atlanta-Sandy Springs-Marietta, GA",3602281,-84.291726,33.916476,"2323 Perimeter Park Dr, Atlanta, Georgia, 30341",2010,"Software",25,4521558,2.634,2,1,2
"432","Stone Mountain","RCD-Atlanta",13089023312,"Atlanta-Sandy Springs-Marietta, GA",8628646,-84.155198,33.77782,"30087, Stone Mountain, Georgia",2015,"Construction",40,21761540,1.827,2,2,2
