"","City","company_na","GEOID","full_name","ALAND","X","Y","Match_addr"
"35","Norcross","Leonisa USA",13135050311,"Atlanta-Sandy Springs-Marietta, GA",4924718,-84.199242,33.951662,"5240 Langford Park Dr NW, Norcross, Georgia, 30071"
"36","Norcross","Lowden & Associates, Inc",13135050311,"Atlanta-Sandy Springs-Marietta, GA",4924718,-84.208124,33.957521,"3105 Medlock Bridge Rd, Norcross, Georgia, 30071"
"37","Norcross","Southern Lighting Source",13135050311,"Atlanta-Sandy Springs-Marietta, GA",4924718,-84.208118,33.95747,"3103 Medlock Bridge Rd, Norcross, Georgia, 30071"
"38","Atlanta","AirWatch",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.349755,33.930525,"1155 Perimeter Ctr W, Atlanta, Georgia, 30338"
"39","Atlanta","Allconnect",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.35323,33.916855,"4 Concourse Pkwy, Atlanta, Georgia, 30328"
"40","Atlanta","BroadSource",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.351151,33.916209,"5901 Peachtree-Dunwoody Rd, Atlanta, Georgia, 30328"
"41","Atlanta","E4E Solutions",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354991,33.918968,"990 Hammond Dr, Atlanta, Georgia, 30328"
"42","Atlanta","Equity Loans",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.347893,33.919311,"1150 Hammond Dr, Atlanta, Georgia, 30328"
"43","Atlanta","Futurewave Systems",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354744,33.917386,"5 Concourse Pkwy, Atlanta, Georgia, 30328"
"44","Atlanta","General Freight Services",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.355721,33.917458,"6 Concourse Pkwy, Atlanta, Georgia, 30328"
"45","Atlanta","GoldMax",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.361779,33.912414,"5775 Glenridge Dr, Atlanta, Georgia, 30328"
"46","Atlanta","Hathaway Construction Company",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.351151,33.916209,"5901 Peachtree-Dunwoody Rd, Atlanta, Georgia, 30328"
"47","Atlanta","HealthLink Dimensions",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.355711,33.917511,"2 Concourse Pkwy, Atlanta, Georgia, 30328"
"48","Atlanta","Jabian Consulting",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.349279,33.930307,"1117 Perimeter Ctr W, Atlanta, Georgia, 30338"
"49","Atlanta","JDC Group",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354991,33.918968,"990 Hammond Dr, Atlanta, Georgia, 30328"
"50","Atlanta","LSN Mobile",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354246,33.92208,"30328, Atlanta, Georgia"
"51","Atlanta","M9 Solutions",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.351842,33.918968,"1100 Hammond Dr, Atlanta, Georgia, 30328"
"52","Atlanta","MiLend",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.349755,33.930525,"1155 Perimeter Ctr W, Atlanta, Georgia, 30338"
"53","Atlanta","NRG Vision",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354991,33.918968,"990 Hammond Dr, Atlanta, Georgia, 30328"
"54","Atlanta","Olympus Worldwide Chauffeured Services",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.362298,33.914441,"5825 Glenridge Dr, Atlanta, Georgia, 30328"
"55","Atlanta","ORTEC International USA",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.355721,33.917458,"6 Concourse Pkwy, Atlanta, Georgia, 30328"
"56","Atlanta","PM Technologies (Atlanta)",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.36177,33.91238,"5775 Glenridge Dr, Atlanta, Georgia, 30328"
"57","Atlanta","Principle Solutions Group",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354744,33.917386,"5 Concourse Pkwy, Atlanta, Georgia, 30328"
"58","Atlanta","Quest Group",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.355667,33.917436,"6 Concourse Pkwy, Atlanta, Georgia, 30328"
"59","Atlanta","SecureWorks",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.353288,33.91683,"1 Concourse Pkwy, Atlanta, Georgia, 30328"
"60","Atlanta","Software Paradigms International Group",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354744,33.917386,"5 Concourse Pkwy, Atlanta, Georgia, 30328"
"61","Atlanta","SPI",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.354744,33.917386,"5 Concourse Pkwy, Atlanta, Georgia, 30328"
"62","Atlanta","TekStream Solutions",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.349279,33.930307,"1117 Perimeter Ctr W, Atlanta, Georgia, 30338"
"63","Atlanta","Visionaire Partners",13121010110,"Atlanta-Sandy Springs-Marietta, GA",5333853,-84.349279,33.930307,"1117 Perimeter Ctr W, Atlanta, Georgia, 30338"
"64","Atlanta","The Capital Co.",13121010205,"Atlanta-Sandy Springs-Marietta, GA",6592684,-84.380797,33.921546,"200 Sandy Springs Pl, Atlanta, Georgia, 30328"
"65","Marietta","Atlanta Communities Real Estate Brokerage",13067030330,"Atlanta-Sandy Springs-Marietta, GA",6045237,-84.461299,33.979486,"3113 Roswell Rd, Marietta, Georgia, 30062"
"66","Atlanta","BIAS",13121010122,"Atlanta-Sandy Springs-Marietta, GA",3225045,-84.353284,33.933427,"1100 Abernathy Rd, Atlanta, Georgia, 30328"
"67","Atlanta","FTRANS Corp.",13121010122,"Atlanta-Sandy Springs-Marietta, GA",3225045,-84.354632,33.933538,"1000 Abernathy Rd, Atlanta, Georgia, 30328"
"68","Sandy Springs","Hicks & Clark",13121010122,"Atlanta-Sandy Springs-Marietta, GA",3225045,-84.355777,33.93736,"400 Embassy Row, Sandy Springs, Georgia, 30328"
"69","Marietta","Anatek, Inc.",13067030332,"Atlanta-Sandy Springs-Marietta, GA",3586981,-84.427273,33.987005,"1513 Johnson Ferry Rd, Marietta, Georgia, 30062"
"70","Marietta","Headwaters Group",13067030332,"Atlanta-Sandy Springs-Marietta, GA",3586981,-84.437102,33.978204,"3901 Roswell Rd, Marietta, Georgia, 30062"
"71","Atlanta","Servigistics",13067030320,"Atlanta-Sandy Springs-Marietta, GA",8898202,-84.4614,33.906078,"2300 Windy Ridge Pkwy SE, Atlanta, Georgia, 30339"
"72","Marietta","Property Masters",13067030502,"Atlanta-Sandy Springs-Marietta, GA",9575201,-84.510886,33.994461,"1860 Sandy Plains Rd, Marietta, Georgia, 30066"
"73","Marietta","The Elf on the Shelf",13067030502,"Atlanta-Sandy Springs-Marietta, GA",9575201,-84.541122,33.979028,"1174 Hayes Industrial Dr, Marietta, Georgia, 30062"
"74","Marietta","Emerald Data Solutions",13067030318,"Atlanta-Sandy Springs-Marietta, GA",11494481,-84.411793,33.961381,"519 Johnson Ferry Rd NE, Marietta, Georgia, 30068"
"75","Kennesaw","Accelerated Claims",13067030103,"Atlanta-Sandy Springs-Marietta, GA",14714101,-84.675024,34.037796,"3450 Acworth Due West Rd NW, Kennesaw, Georgia, 30144"
"76","Marietta","CIO Partners",13067030328,"Atlanta-Sandy Springs-Marietta, GA",6598434,-84.429323,34.016325,"2840 Johnson Ferry Rd, Marietta, Georgia, 30062"
"77","Marietta","Santana Sales and Marketing Group",13067030328,"Atlanta-Sandy Springs-Marietta, GA",6598434,-84.435736,34.02754,"3943 Plantation Dr, Marietta, Georgia, 30062"
"78","Smyrna","Roof Solutions",13067031110,"Atlanta-Sandy Springs-Marietta, GA",2704163,-84.51358674,33.88199697,"Atlanta Rd SE, Smyrna, Georgia, 30080"
"79","Marietta","eVestment",13067030337,"Atlanta-Sandy Springs-Marietta, GA",4549116,-84.409762,33.968732,"5000 Olde Towne Pkwy, Marietta, Georgia, 30068"
"80","Marietta","Mom Corps",13067030337,"Atlanta-Sandy Springs-Marietta, GA",4549116,-84.407743,33.969175,"30068, Marietta, Georgia"
"81","Marietta","Saturn Freight Systems",13067030337,"Atlanta-Sandy Springs-Marietta, GA",4549116,-84.407743,33.969175,"30068, Marietta, Georgia"
"82","Atlanta","Aasent Mortgage Corporation",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.463766,33.884848,"100 Galleria Pkwy SE, Atlanta, Georgia, 30339"
"83","Atlanta","Aventis Systems",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.464027,33.88547,"200 Galleria Pkwy SE, Atlanta, Georgia, 30339"
"84","Atlanta","Career Sports & Entertainment",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.461437,33.885571,"600 Galleria Pkwy SE, Atlanta, Georgia, 30339"
"85","Atlanta","Ingenious Med",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.461434,33.886154,"400 Galleria Pkwy SE, Atlanta, Georgia, 30339"
"86","Atlanta","LogFire",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.463766,33.884848,"100 Galleria Pkwy SE, Atlanta, Georgia, 30339"
"87","Atlanta","Maximum One Realty Greater Atlanta",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.456703,33.881065,"3200 Cobb Galleria Pkwy, Atlanta, Georgia, 30339"
"88","Atlanta","Regulated Capital Consultants",13067030339,"Atlanta-Sandy Springs-Marietta, GA",4166489,-84.456477,33.872188,"4355 Cobb Pkwy, Atlanta, Georgia, 30339"
"89","Bremen","R.K. Redding Construction",13143010400,"Atlanta-Sandy Springs-Marietta, GA",144929366,-85.126999,33.721202,"412 Sangamore Rd, Bremen, Georgia, 30110"
"90","Stone Mountain","PMAlliance",13089021912,"Atlanta-Sandy Springs-Marietta, GA",11438240,-84.163522,33.851743,"2075 Spencers Way, Stone Mountain, Georgia, 30087"
"91","Smyrna","Romanoff Renovations",13067031111,"Atlanta-Sandy Springs-Marietta, GA",1955380,-84.502338,33.877624,"3100 Jonquil Dr SE, Smyrna, Georgia, 30080"
"92","Atlanta","Search Wizards",13089021405,"Atlanta-Sandy Springs-Marietta, GA",2401649,-84.330793,33.856755,"1427 Cartecay Dr NE, Atlanta, Georgia, 30319"
"93","Atlanta","Bluetube",13089021502,"Atlanta-Sandy Springs-Marietta, GA",3543324,-84.341888,33.80635,"1123 Zonolite Rd NE, Atlanta, Georgia, 30306"
"94","Atlanta","Silverman Construction Program Management, Inc.",13089021502,"Atlanta-Sandy Springs-Marietta, GA",3543324,-84.343028,33.806624,"1075 Zonolite Rd NE, Atlanta, Georgia, 30306"
"95","Atlanta","Scicom Infrastructure Services",13089021603,"Atlanta-Sandy Springs-Marietta, GA",3843748,-84.331855,33.829,"2250 N Druid Hills Rd NE, Atlanta, Georgia, 30329"
"96","Tucker","CatMedia",13089021703,"Atlanta-Sandy Springs-Marietta, GA",5216260,-84.261497,33.840878,"3776 Lavista Rd, Tucker, Georgia, 30084"
"97","Tucker","Emery & Associates",13089021704,"Atlanta-Sandy Springs-Marietta, GA",7147293,-84.256804,33.840562,"1950 Montreal Rd, Tucker, Georgia, 30084"
"98","Atlanta","Cardlytics",13121001300,"Atlanta-Sandy Springs-Marietta, GA",1316970,-84.365993,33.773343,"675 Ponce de Leon Ave NE, Atlanta, Georgia, 30308"
"99","Atlanta","Summit Tech Consulting",13121001300,"Atlanta-Sandy Springs-Marietta, GA",1316970,-84.372836,33.775785,"772 Charles Allen Dr NE, Atlanta, Georgia, 30308"
"100","Atlanta","Atlanta Pediatric Therapy",13121001500,"Atlanta-Sandy Springs-Marietta, GA",1151121,-84.350688,33.77274,"675 Seminole Ave NE, Atlanta, Georgia, 30307"
"101","Atlanta","Afterburner",13121001900,"Atlanta-Sandy Springs-Marietta, GA",996267,-84.3899505,33.76470832,"55 Ivan Allen Jr Blvd NW, Atlanta, Georgia, 30308"
"102","Atlanta","Fifth Group Restaurants",13121001900,"Atlanta-Sandy Springs-Marietta, GA",996267,-84.387546,33.760261,"229 Peachtree St, Atlanta, Georgia, 30303"
"103","Atlanta","A-1 Express / 1-800Courier",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.387787,33.794045,"1450 W Peachtree St NW, Atlanta, Georgia, 30309"
"104","Atlanta","AirSage",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.38927,33.791138,"1330 Spring St NW, Atlanta, Georgia, 30309"
"105","Atlanta","iVision",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.387782,33.793726,"1430 W Peachtree St NW, Atlanta, Georgia, 30309"
"106","Atlanta","JCAT General Contractors",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.387809,33.789605,"1280 W Peachtree St NW, Atlanta, Georgia, 30309"
"107","Atlanta","Nfinity",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.394357,33.791292,"201 17th St NW, Atlanta, Georgia, 30363"
"108","Atlanta","Overgroup",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.394801,33.791304,"271 17th St NW, Atlanta, Georgia, 30363"
"109","Atlanta","Ticket Alternative",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.389159,33.792039,"1369 Spring St NW, Atlanta, Georgia, 30309"
"110","Atlanta","Zifty.com",13121000500,"Atlanta-Sandy Springs-Marietta, GA",3295682,-84.389297,33.787957,"1220 Spring St NW, Atlanta, Georgia, 30309"
"111","Winder","InkHead Promotional Products",13013180204,"Atlanta-Sandy Springs-Marietta, GA",15068523,-83.71635,33.993274,"138 Park Ave, Winder, Georgia, 30680"
"112","Atlanta","Air Serv",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364449,33.848969,"3399 Peachtree Rd NE, Atlanta, Georgia, 30326"
"113","Atlanta","American Global Logistics",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364449,33.848969,"3399 Peachtree Rd NE, Atlanta, Georgia, 30326"
"114","Atlanta","Annuitas",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364449,33.848969,"3399 Peachtree Rd NE, Atlanta, Georgia, 30326"
"115","Atlanta","Arke Systems",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364878,33.848996,"3400 Peachtree Rd NE, Atlanta, Georgia, 30326"
"116","Atlanta","Configero",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364449,33.848969,"3399 Peachtree Rd NE, Atlanta, Georgia, 30326"
"117","Atlanta","Keylingo Translations",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.361479,33.851001,"3455 Peachtree Rd NE, Atlanta, Georgia, 30326"
"118","Atlanta","Lucas Group",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.366037,33.848891,"3384 Peachtree Rd NE, Atlanta, Georgia, 30326"
"119","Atlanta","Mansell Group",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.358208,33.854015,"3630 Peachtree Rd NE, Atlanta, Georgia, 30326"
"120","Atlanta","Morris|Hardwick|Schneider & LandCastle Title",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.367625,33.852323,"3560 Lenox Rd NE, Atlanta, Georgia, 30326"
"121","Atlanta","Noble Investment Group",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.362739,33.849757,"3424 Peachtree Rd NE, Atlanta, Georgia, 30326"
"122","Atlanta","Pallet Central Enterprises",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.363557,33.855871,"50 Conifer Park Ln NE, Atlanta, Georgia, 30342"
"123","Atlanta","Response Mine Interactive",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.36584,33.848947,"3390 Peachtree Rd NE, Atlanta, Georgia, 30326"
"124","Atlanta","Scout",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.365819,33.848896,"3391 Peachtree Rd NE, Atlanta, Georgia, 30326"
"125","Atlanta","SecurAmerica",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.364449,33.848969,"3399 Peachtree Rd NE, Atlanta, Georgia, 30326"
"126","Atlanta","Teavana Holdings",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.3585347,33.85396838,"3630 Peachtree Rd NE, Atlanta, Georgia, 30326"
"127","Atlanta","Vendormate",13121010002,"Atlanta-Sandy Springs-Marietta, GA",6266986,-84.36182,33.85064,"3445 Peachtree Rd NE, Atlanta, Georgia, 30326"
"128","Atlanta","(r)evolution partners, Inc.",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370694,33.847075,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"129","Atlanta","Birdsey Group",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370694,33.847075,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"130","Atlanta","Capitol Media Solutions",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370763,33.847001,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"131","Atlanta","Clinical Resources",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.37081,33.849014,"3338 Peachtree Rd NE, Atlanta, Georgia, 30326"
"132","Atlanta","Cloud Sherpas",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.378098,33.850255,"3525 Piedmont Rd NE, Atlanta, Georgia, 30305"
"133","Atlanta","Colibrium",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.380636,33.852477,"3575 Piedmont Rd NE, Atlanta, Georgia, 30305"
"134","Atlanta","ExecuSource",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.379851,33.851742,"3565 Piedmont Rd NE, Atlanta, Georgia, 30305"
"135","Atlanta","Force Marketing",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.378098,33.850255,"3525 Piedmont Rd NE, Atlanta, Georgia, 30305"
"136","Atlanta","GWL Construction, LLC",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.377067,33.850155,"5 Piedmont Ctr NE, Atlanta, Georgia, 30305"
"137","Atlanta","Infosurv, Inc.",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370763,33.847001,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"138","Atlanta","Innovolt",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.37866,33.850609,"3535 Piedmont Rd NE, Atlanta, Georgia, 30305"
"139","Atlanta","Instant Freight Solutions",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.378769,33.876328,"245 W Wieuca Rd NE, Atlanta, Georgia, 30342"
"140","Atlanta","KMS Technology",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.373791,33.848303,"3423 Piedmont Rd NE, Atlanta, Georgia, 30305"
"141","Atlanta","Preparis",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370763,33.847001,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"142","Atlanta","StandBy Talent Staffing Services",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.370694,33.847075,"3340 Peachtree Rd NE, Atlanta, Georgia, 30326"
"143","Atlanta","The Service Fort",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.381049,33.867957,"4153 Roswell Rd, Atlanta, Georgia, 30342"
"144","Atlanta","TrustPoint International",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.380636,33.852477,"3575 Piedmont Rd NE, Atlanta, Georgia, 30305"
"145","Atlanta","WorthPoint",13121010001,"Atlanta-Sandy Springs-Marietta, GA",4042846,-84.378098,33.850255,"3525 Piedmont Rd NE, Atlanta, Georgia, 30305"
"146","Atlanta","BeavEx",13121009802,"Atlanta-Sandy Springs-Marietta, GA",10402093,-84.434222,33.859697,"3715 Northside Pkwy NW, Atlanta, Georgia, 30327"
"147","Atlanta","Kill Cliff",13121009802,"Atlanta-Sandy Springs-Marietta, GA",10402093,-84.434222,33.859697,"3715 Northside Pkwy NW, Atlanta, Georgia, 30327"
"148","Atlanta","PowerPlan",13121009802,"Atlanta-Sandy Springs-Marietta, GA",10402093,-84.427702,33.850043,"30327, Atlanta, Georgia"
"149","Atlanta","SOAR Performance Group",13121009802,"Atlanta-Sandy Springs-Marietta, GA",10402093,-84.434222,33.859697,"3715 Northside Pkwy NW, Atlanta, Georgia, 30327"
"150","Carrollton","Greenway Medical Technologies",13045911100,"Atlanta-Sandy Springs-Marietta, GA",51632667,-85.089751,33.560058,"121 Greenway Blvd, Carrollton, Georgia, 30117"
"151","Temple","Janus International Group",13045910200,"Atlanta-Sandy Springs-Marietta, GA",118693079,-85.021406,33.713213,"135 Janus International Blvd, Temple, Georgia, 30179"
"152","Atlanta","Passports and Visas.com",13121010209,"Atlanta-Sandy Springs-Marietta, GA",3594716,-84.358627,33.971488,"7878 Roswell Rd, Atlanta, Georgia, 30350"
"153","Atlanta","Prestige Staffing",13121010209,"Atlanta-Sandy Springs-Marietta, GA",3594716,-84.356132,33.974057,"8010 Roswell Rd, Atlanta, Georgia, 30350"
"154","Atlanta","Halperns' Purveyors of Steak & Seafood",13121010513,"Atlanta-Sandy Springs-Marietta, GA",28900606,-84.527045,33.627373,"4685 Welcome All Rd SW, Atlanta, Georgia, 30349"
"155","Fairburn","Prism Pointe Technologies",13121010510,"Atlanta-Sandy Springs-Marietta, GA",30900162,-84.54025,33.555848,"4605 Coates Dr, Fairburn, Georgia, 30213"
"156","Atlanta","Global Legal Discovery",13121001100,"Atlanta-Sandy Springs-Marietta, GA",471151,-84.383062,33.785807,"30309, Atlanta, Georgia"
"157","Atlanta","Patientco",13121001100,"Atlanta-Sandy Springs-Marietta, GA",471151,-84.387759,33.783926,"30357, Atlanta, Georgia"
"158","Atlanta","Sold Out Solutions",13121001100,"Atlanta-Sandy Springs-Marietta, GA",471151,-84.383285,33.783991,"1080 Peachtree St NE, Atlanta, Georgia, 30309"
